Emp #,Designation,Experience,Salary,AggrBehavScore,ActivityScore,LinesOfCode,Qualification,Degree,YearsOfStudy,EducationalInstitute,Gender,Empl_Band
e17,Manager,8.8,67038,1.2908675774489526,4,1165,Grad,,,,M,B
e18,Sr.Manager,12.0,78870,1.1545477745285704,5,753,,,15.0,,M,A
e19,Sr.Analyst,6.5,54874,2.118904022284916,5,2697,,,16.0,,M,A
e20,Sr.Analyst,11.7,55774,2.0384554890204027,6,1940,,,,,F,A
e21,Sr.Analyst,11.1,60203,2.1359033246248207,4,1937,,,,,M,A
e22,Sr.Analyst,10.0,51235,1.5960229896971594,6,2523,postdoc,,,,F,A
e23,Analyst,10.2,44103,2.2790588418381885,6,3450,,,15.0,,M,C
e24,Analyst,8.5,47420,2.485148827395261,9,2531,,,15.0,,M,C
e25,Analyst,9.7,38499,1.6585059603154784,5,1661,,,15.0,,M,C
e26,Manager,10.0,65438,1.4448461427776347,6,1008,,,17.0,,M,B
e27,Manager,14.2,66351,1.0574058611562045,5,2177,,,17.0,,M,B
e28,Manager,9.5,67946,1.7533141134842392,7,2425,,,,,F,B
e29,Sr.Analyst,13.0,77262,0.6920420164501268,2,1487,,,17.0,,F,A
e30,Sr.Manager,13.2,75163,1.0238827913239557,3,828,,,19.0,,F,A
e31,Sr.Analyst,10.2,49060,1.4746569412792692,7,1878,,,29.0,,M,A
e32,Sr.Analyst,8.9,56916,1.5397968431925713,5,1532,,,35.0,,F,A
e33,Director,14.0,101036,1.2718065344720428,4,4632,postdoc,,23.0,clg,M,A
e34,Sr.Analyst,7.0,52683,2.19299436238373,3,973,PostGrad,Mtech,18.0,,M,A
e35,Sr.Analyst,11.2,58341,2.431510371620951,3,655,PostGrad,Mtech,18.0,,M,A
e36,Sr.Analyst,10.0,70242,0.9015676948342353,5,4735,PostGrad,Mtech,18.0,,M,A
e37,Sr.Analyst,13.0,69440,3.9124095971100536,1,2448,PostGrad,Mtech,18.0,,F,A
e38,Director,18.0,95876,1.9863138258289434,3,7840,PostGrad,Mtech,18.0,iit,F,A
e39,Jr.Dev,3.0,28866,5.485786589383826,13,3994,Grad,Btech,16.0,clg,M,C
e40,Jr.Dev,6.4,22440,9.20301406069294,13,5340,Grad,Btech,15.0,unv,M,C
e41,Jr.Dev,5.3,25809,3.153133570977595,15,6061,Grad,Btech,15.0,cunv,F,C
e42,Jr.Dev,3.7,35095,6.732637777379676,20,8849,PostGrad,Mtech,18.0,iit,F,C
e43,Jr.Dev,5.9,21110,8.114413804545986,18,5925,Grad,Btech,16.0,clg,F,C
e44,Jr.Dev,2.4,23790,3.163103394170683,21,2366,Grad,Btech,16.0,unv,F,C
e45,Jr.Dev,5.1,26870,6.947512534791858,4,-497,Grad,Btech,16.0,cunv,M,C
e46,Jr.Dev,7.0,34362,4.215469176101248,7,9116,PostGrad,Mtech,18.0,iit,M,C
e47,Jr.Dev,5.2,25518,3.658037025953557,15,3292,Grad,Btech,16.0,clg,F,C
e48,Jr.Dev,4.2,20944,8.874723584029292,17,1794,Grad,Btech,16.0,unv,M,C
e49,Jr.Dev,2.6,24714,4.0366399999493385,9,6956,Grad,Btech,16.0,cunv,F,C
e50,Jr.Dev,5.2,23320,6.829484672363597,22,715,PostGrad,Mtech,18.0,iit,M,C
e51,Jr.Dev,4.3,23019,1.8631660976614752,9,3721,Grad,Btech,16.0,clg,M,C
e52,Jr.Dev,6.7,23786,9.122943264970656,12,945,Grad,Btech,16.0,unv,M,C
e53,Jr.Dev,3.2,28266,4.172867116707425,23,1804,Grad,Btech,16.0,cunv,M,C
e54,Jr.Dev,4.5,27224,2.4064791308662463,14,5232,Grad,Btech,16.0,iit,M,C
e55,Sr.Dev,9.0,40298,6.623358061786741,17,12042,Grad,Btech,16.0,,F,B
e56,Sr.Dev,9.0,33478,3.947334213422837,6,4138,Grad,Btech,16.0,unv,F,B
e57,Sr.Dev,6.5,38487,2.353257649897475,16,5334,Grad,Btech,16.0,cunv,F,B
e58,Sr.Dev,6.8,42030,7.266285149559708,2,9285,Grad,Btech,16.0,,F,B
e59,Sr.Dev,10.0,31995,2.616294416317682,6,7194,PostGrad,Mtech,21.0,unv,F,B
e60,Sr.Dev,5.7,35286,4.770154030946538,10,369,PostGrad,Msc,17.0,cunv,F,B
e61,Sr.Dev,9.5,31799,7.864786096822572,9,3336,PostGrad,Msc,17.0,,F,B
e62,Sr.Dev,7.3,39211,3.5472219776638125,14,5487,PostGrad,Mtech,18.0,unv,F,B
e63,Sr.Dev,8.1,34704,3.47372516213114,14,6667,PostGrad,Msc,21.0,cunv,F,B
e64,Sr.Dev,6.0,46485,5.293222081135311,17,4914,Grad,Btech,16.0,,F,B
e65,Sr.Dev,9.0,47809,6.556307518921643,7,8255,Grad,Btech,16.0,unv,M,B
e66,Sr.Dev,10.3,40924,2.014241464893672,9,6054,Grad,Btech,17.0,cunv,M,B
e67,Sr.Dev,6.9,35442,3.7524498398752497,9,6471,Grad,Btech,16.0,,M,B
e68,Sr.Dev,7.9,38653,2.7700065953591304,9,4906,Grad,Btech,16.0,unv,M,B
e69,Sr.Dev,8.4,32038,5.239787642485636,13,3848,Grad,Btech,16.0,cunv,M,B
e70,Sr.Dev,6.9,39152,2.158185503490853,12,4638,Grad,Btech,16.0,,M,B
e71,Sr.Dev,9.2,87622,6.729271456917875,7,4388,Grad,Btech,15.0,unv,M,B
e72,Sr.Dev,7.6,78538,6.300823107174131,10,10486,PostGrad,Msc,18.0,cunv,M,B
e73,Sr.Dev,10.7,41465,3.555878394286778,13,6698,PostGrad,Btech,16.0,,M,B
e74,Sr.Dev,6.6,37105,2.652119926280191,14,2749,PostGrad,Mtech,18.0,unv,M,B
e75,Sr.Dev,5.1,62605,6.954249972342327,8,9137,Grad,Btech,16.0,cunv,M,B
e76,Sr.Dev,6.7,38385,2.2863266561582534,15,4716,Grad,Btech,16.0,,M,B
e77,Sr.Dev,8.2,78123,4.349770100676148,10,5287,Grad,Btech,21.0,unv,M,B
e78,Sr.Dev,8.3,33998,3.5086544493495806,9,2790,Grad,Btech,16.0,cunv,M,B
e79,Sr.Dev,9.1,36043,6.230184130373473,3,4988,Grad,Btech,16.0,,M,B
e80,Sr.Dev,8.4,45102,4.611516063995082,6,6789,Grad,Btech,16.0,unv,M,B
e81,Sr.Dev,4.3,33372,4.297334891022919,7,3399,Grad,Btech,16.0,cunv,F,B
e82,Sr.Dev,4.0,30494,3.7980649129330035,10,4971,Grad,Btech,16.0,,F,B
e83,Sr.Dev,7.6,40952,3.159788640095084,11,8068,PostGrad,Mtech,18.0,unv,F,B
e84,Sr.Dev,10.0,30495,3.6329662841630914,4,1574,PostGrad,IntMsc,21.0,cunv,F,B
